(Intercept),vix_f,vix^2,vix^3,vix^4,vix^5,vix^6,vix_ln,vix_sqrt,vix_1ov,adjR^2,AIC,delta
-7.315269836,,0.008095353,,,,,,4.402219352,,0.551410184,53502.32941,52.54991811
-0.488179353,0.789879794,,3.86E-05,,,,,,,0.551409091,53502.34915,52.56966435
15.05768975,,,,,,2.25E-11,-34.96555055,23.46577691,,0.551438934,53503.81034,54.03085154
7.378939738,,,0.002101248,-7.62E-05,1.07E-06,-5.34E-09,,,,0.551493165,53504.83112,55.05163533
17.47592693,,,,,,,-37.6809587,24.73037153,,0.551206844,53505.99972,56.2202319
6.867651951,,0.020658706,,,-6.52E-08,5.67E-10,,,,0.551269187,53506.87459,57.09510479
6.970228506,,0.020597491,,-1.72E-06,,,,,,0.551088735,53508.13084,58.35135065
-47.13721927,,,,4.77E-07,,,,11.92238134,182.3169333,0.550838343,53514.64697,64.86748525
-21.98665441,,,,4.60E-06,,-5.94E-10,12.39237547,,,0.550769013,53515.89698,66.11749583
-99.3585087,,,6.90E-05,,,,32.64663551,,329.144124,0.550677412,53517.54824,67.76875004
-1.113398678,0.83734645,,,4.08E-07,,,,,,0.550468383,53519.31507,69.53557922
-12.47666162,,0.009868447,,,,,8.085664814,,,0.550316316,53522.05431,72.27482071
20.93326905,,,0.000279573,,,-3.74E-10,,,-148.6303423,0.550368499,53523.11441,73.33492338
-51.42236282,,,,,5.09E-09,,,12.6411207,204.2909704,0.550165812,53526.76448,76.98498829
-1.460247079,0.8597811,,,,4.50E-09,,,,,0.549626814,53534.46297,84.68347891
-54.11049445,,,,,,5.55E-11,,13.07672882,218.7367334,0.549618357,53536.61503,86.8355462
7.370307003,,0.018837767,,,-1.91E-08,,,,,0.54937856,53538.92603,89.14654148
-120.8238604,,,,7.45E-07,,,38.57780206,,411.4177249,0.549106064,53545.8221,96.04261312
-1.670061101,0.872340477,,,,,4.98E-11,,,,0.54896913,53546.28135,96.50185936
-61.4256651,,,,,,,,14.222683,260.0121083,0.547914472,53565.19735,115.4178625
-13.79783145,,,8.47E-05,,,,,6.484799189,,0.547865868,53566.06803,116.2885431
-25.49377915,,,,,1.28E-07,-1.49E-09,13.75805605,,,0.54770124,53571.01645,121.2369613
16.81765582,,0.011658402,,,,,,,-113.9256959,0.547542373,53571.86067,122.0811821
7.631714053,,0.017942845,,,,-2.24E-10,,,,0.547541502,53571.87627,122.0967834
-133.4897969,,,,,8.45E-09,,41.96758135,,462.8481417,0.547576544,53573.24898,123.4694953
8.495845475,,,0.001249259,-2.69E-05,1.62E-07,,,,,0.547488801,53574.81956,125.0400669
23.50683363,,,,9.97E-06,-1.12E-07,,,,-177.3840585,0.547358306,53577.15482,127.3753275
-141.5481632,,,,,,9.72E-11,44.08872529,,496.6536184,0.546249929,53596.96256,147.1830698
8.767092409,,,0.001073648,-1.75E-05,,8.91E-10,,,,0.545986892,53601.6562,151.876712
24.82016745,,,,6.10E-06,,-8.09E-10,,,-193.9879286,0.543580985,53644.46156,194.6820763
-16.82501765,,,,9.95E-07,,,,7.32440199,,0.543380193,53646.02381,196.2443175
-24.42094166,,,0.000114811,,,,13.22279473,,,0.542584736,53660.12068,210.3411883
9.282084816,,,0.000747772,,-3.00E-07,2.55E-09,,,,0.542348428,53666.30373,216.5242444
-166.8833605,,,,,,,50.64153349,,606.9592017,0.540377503,53699.10877,249.3292769
-18.43900806,,,,,1.19E-08,,,7.743239831,,0.539099496,53721.59782,271.818333
-19.38480659,,,,,,1.42E-10,,7.980289848,,0.535513269,53784.37355,334.5940624
27.02292441,,,,,1.74E-07,-2.04E-09,,,-222.0380849,0.535272021,53790.57913,340.7996446
9.806681768,,,0.00073278,-8.04E-06,,,,,,0.534611762,53800.07801,350.2985258
-30.38926244,,,,1.41E-06,,,15.55678041,,,0.532631231,53834.47289,384.6934045
10.50348642,,,,3.98E-05,-9.84E-07,6.35E-09,,,,0.529876474,53884.07209,434.2926058
25.63243363,,,0.000151123,,,,,,-208.5912007,0.528455678,53906.51314,456.7336472
8.819980697,,0.014789197,,,,,,,,0.524194897,53977.37003,527.590537
-33.57343275,,,,,1.74E-08,,16.75020351,,,0.523172342,53996.75817,546.9786803
10.51166415,,,0.000494105,,-6.48E-08,,,,,0.521774291,54020.47131,570.6918195
-22.15482737,,,,,,,,8.649703176,,0.519653648,54054.3089,604.5294104
-35.40079419,,,,,,2.11E-10,17.41994841,,,0.515283103,54129.67269,679.893205
10.96986306,,,0.000410961,,,-6.57E-10,,,,0.509346894,54228.2666,778.4871127
29.45240667,,,,1.94E-06,,,,,-256.663561,0.504274879,54311.56791,861.7884223
31.25819111,,,,,2.43E-08,,,,-281.2582779,0.482282261,54663.18587,1213.406385
12.08861016,,,,1.60E-05,-1.91E-07,,,,,0.479569279,54705.52349,1255.743999
-40.56583836,,,,,,,19.26790021,,,0.477868182,54729.95777,1280.178278
32.18873383,,,,,,2.98E-10,,,-294.5064675,0.464698439,54933.74511,1483.965618
12.60997667,,,,9.71E-06,,-1.41E-09,,,,0.453600505,55099.9748,1650.195312
12.68564004,,,0.000220513,,,,,,,0.412257034,55688.873,2239.093511
13.47759247,,,,,2.83E-07,-3.43E-09,,,,0.400031193,55857.66892,2407.88943
34.34091714,,,,,,,,,-326.6957421,0.385169641,56053.91003,2604.130545
14.1809289,,,,2.86E-06,,,,,,0.297297287,57136.29393,3686.514442
14.75604709,,,,,3.50E-08,,,,,0.21714406,58011.56944,4561.789954
14.99895467,,,,,,4.20E-10,,,,0.165746982,58526.87722,5077.097728
15.40275599,,,,,,,,,,0,59993.5718,6543.792311
